,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
223,Bhangra Ta Sajda,Veere Di Wedding,"Neha Kakkar, Romy, Shashwat Sachdev",Shashwat Sachdev,Gaurav Solanki, ,"Ho Heer ki khatir mar gaya Ranjha Chhod ke takhat hazaran So What? Aur Heer ta phirdi shopping’an kardi Big deal dude! Heer ta phirdi shopping’an kardi Din bhar sector 17 Bai din bhar sector 17 F.O. man! Ho mainu ni chaida koyi Ranjha Ho chal jhoothi Na Ranjhe di yaari Hain! Veere mainu te chadheya chah fashion da Haye chukk lai Rabba mainu Mainu te chadheya chah fashion da Koyi toko na vaari vaari Ve ajj kal kudiyan di Fashion ne matt maari x (4) Ghadiyan chhupa do saari Kundiyan laga do saari Bhull ke vi ajj veere Vekhna ni time x (2) Vekhna ni time, vekhna ni time Bhull ke vi vekhna ni time hoye Bhangra ta sajda When no one gives a damn Bhangra ta sajda When no one gives a damn Bhangra taan sajda oye Maal manali wala roll kiya hai Sala left chalun jab mudna ho right Left chalun main, left chalun main Jab sala mudna ho right Ho Bhangra ta sajda When we fly like a kite Bhangra ta sajda When we fly like a kite Bhangra oye Harder! Aankhon ki kataari leke Khaahishein karaari leke Umrein kanwari leke pa bhangra Raat udhari leke, ishq udari leke Jaan hamari leke pa bhangra Talli saare ke saare hon Lage India bhi Amsterdam Ho bhangra ta sajda When no one gives a damn Bhangra ta sajda When no one gives a damn Bhangra taan sajda oye Swipe kiye Tinder pe sau sau Tab jaake mila mujhe banda ek right Banda ek right, banda ek right Mila mujhe banda ek right Oh bhangra ta sajda When hook up tonight Bhangra taan sajda When hook up tonight bhangra oye Harder! Oh bhangra ta sajda x (4) Ghadiyan chhupa do saari Kundiyan laga do saari Bhull ke vi ajj veere Vekhna ni time Vekhna ni time, vekhna ni time Bhull ke vi vekhna ni time hoye Hoye bhangra ta sajda When no one gives a damn Bhangra, ho bhangra ta sajda When no one gives a damn Bhangra, ho bhangra ta sajda Oh bhangra taan sajda Oh bhangra taan sajda"
224,Pappi Le Loon,Veere Di Wedding,"Sunidhi Chauhan, Shashwat Sachdev",Shashwat Sachdev,Shellee, ,"Gol katore naina mere Itrare muskaate Dekh ke mujhko chaal-chalan Kitnon ke bigde jate Ang ang mera jab bole to Hello hi bole Tann tandoori se nikle to Angare kabhi shole x (2) Tabiyat sookhi ab Kar le quickie ab Niyat bigdi hai, bigdi hai Bigdi tujh pe yaar Buri nazar wale aa teri Pappi le loon Teri pappi le loon Pappi le loon Aa teri Pappi le loon Teri pappi le loon Pappi le loon Haan aashiq sare chhore mujhko Ghar tak chhod ke aate Ishq mein mere lovie dovie Kuchi ku farmate Dating to koyi waiting karta Stalking to koyi talking Koyi kehta bas in hothon sang Lip karne de locking Tabiyat sookhi ab Kar le quickie ab Niyat bigdi hai, bigdi hai Bigdi tujh pe yaar Buri nazar wale Aa teri, aa teri, aa teri Pappi le loon Teri pappi le loon Pappi le loon Aa teri Pappi le loon Teri pappi le loon Pappi le loon"
225,Aa Jao Na,Veere Di Wedding,"Arijit Singh, Shashwat Sachdev",Shashwat Sachdev,Raj Shekhar, ,"Tum the yahin Phir bhi tum gumm the Aur main lapataa Ab jo mile ho to phir Sath hi mein hi reh jao na x (2) Thode thode se poore Aur thode adhoore Yeh vaade rahein kya pata Poore honge kayi khwaab Reh jayenge kuchh adhure Abhi kya pata Aa jao na, aa jao na Aa jao itna bhi kya sochna x (2) Thoda sahi ek doosre mein Aa rah lein kahin Aa jee bhi lein Kab, kyun, kahan, kaise sochein nahi Aa chal vaadon ke bhatke huye Jugnuon ko dikha de sahi raasta Aa chal sote sitaron ko haule se Sehla ke roshan karein aasman Aa jao na, aa jao na Aa jao itna bhi kya sochna x (2) Shaamein kayi hongi thehri huyi Baatein kayi hongi roothi huyi Chhoti si zid hogi lambi si raatein Phir bhi pyar reh jayega Rehta hamesha to kuchh bhi nahi Phir bhi na jaane kyun mujhko yakeen Sab beetne par bhi, sab chhootne par bhi Yeh pyar reh jayega Tum the yahin Phir bhi tum gumm the Aur main lapataa Ab jo mile ho to phir Sath hi mein hi reh jao na Thode thode se poore Aur thode adhoore Yeh vaade rahein kya pata Poore honge kayi khwaab Reh jayenge kuchh adhure Abhi kya pata Aa jao na, aa jao na Aa jao itna bhi kya sochna x (3)"
226,Raazi,Raazi,Arijit Singh,Shankar Ehsaan Loy,Gulzar, ,"Khurpech hai raahein jeene ki Kismat ek tedhi baazi hai Tum hath pakad lo irade ka Raah seedhi hai agar dil raazi hai Agar dil raazi hai Lagan ki baazi hai Chot bhi taazi hai Laga de daanv par dil Agar dil raazi hai x (2) Laga de daanv par dil Agar dil, agar dil Agar dil raazi hai Agar dil raazi hai Agar dil raazi hai Raazi hai, raazi hai Agar dil raazi hai Kahan le jaayein dil Jo hadd hai behadd hai Lagan mein jaan jaaye Wahin to sarhad hai Lagan mein jaan jaaye Wahin to sarhad hai Adhoora aage hai Mukammil maazi hai Laga de daanv par dil Agar dil raazi hai Laga de daanv par dil Agar dil, agar dil Agar dil raazi hai Agar dil raazi hai Agar dil raazi hai Raazi hai, raazi hai Agar dil raazi raazi hai Hawayein dekh kar chalna Na mitti par kadam rakhna Nishan reh jayenge neeche Khud apni aag mein jalna x (2) Khud apni aag mein jalna Lagan ki baazi hai Chot bhi taazi hai Laga de daanv par dil Agar dil raazi hai Laga de daanv par dil Agar dil, agar dil Agar dil raazi hai Agar dil raazi hai Agar dil raazi hai Raazi hai, raazi hai Agar dil raazi, raazi hai Agar dil raazi hai Agar dil raazi hai Agar dil, agar dil, agar dil Agar dil raazi hai"
227,Waqt Ne Kiya,102 Not Out,Amitabh Bachchan,Rohan-Vinayak,-, ,"Waqt ne kiya kya haseen sitam Tum rahe na tum Hum rahe na hum Waqt ne kiya kya haseen sitam Tum rahe na tum, hum rahe na hum Waqt ne kiya kya haseen sitam Tum rahe na tum, hum rahe na hum Waqt ne kiya Bekarar dil is tarah mile Jis tarah kabhi hum judaa na the Tum bhi kho gaye Hum bhi kho gaye Ek raah par chal ke do kadam Waqt ne kiya, kiya Kya haseen sitam Tum rahe na tum Hum rahe na hum Waqt ne kiya hmm… Ra ra ra ra ra ra.. Waqt ne kiya, kya haseen sitam"
228,Tareefan,Veere Di Wedding,Badshah,QARAN,"QARAN, Rupin Pahwa, Badshah", ,"Kaanon mein ik dil ki baat sunawan ni Tainu hassda vekh ke Jag nu main bhull jawan ni Dass de kiddan gall mainu samjhawan ni Ho ab tu chhad de ohnu jo ae tere naal Nakhre kyon kardi ae mainu jachda nai Kinna sawal kardi enna main sunta nai Ho dass kinni tareefan chahida aa tainu x (4) Baby mera mind tu kare blow Baaki kare shine, tu kare glow Jeans ae daali Daali toone jo woh teri booty pe tight Baby jaise mera flow Baby gotdamn tu hai 100 Baaki hain average Tu hai savage, baby tu hai raw Mujhe teri body ki har woh cheez lage sexy Jo baakiyon ko lagti hai flop Baby lets go right now Dekho mujhe wait na itni karao Lakk tera lean, baatein teri mean Dieting pe hai to kyon khaati baav Ho dass kinni tareefan chahida aa tainu x (4) Kyon samjhe na baatein meri Tu kyon ae lad’di Surat ae sohni seerat teri bewafa Samjhe na ishare Haan kinni vaari main kaha Tu aaja chal mere naal Nakhre kyon kardi ae mainu jachda nai Kinna sawal kardi enna main sunta nai Ho dass kinni tareefan chahida aa tainu x (4)"
229,Ae Watan,Raazi,Arijit Singh,Shankar Ehsaan Loy,Gulzar, ,"Ae watan aabad rahe tu Aabad rahe tu Aabad rahe tu Ae watan Watan mere aabad rahe tu Ae watan Watan mere aabad rahe tu Main jahan rahoon Jahan mein yaad rahe tu Main jahan rahoon Jahan mein yaad rahe tu Ae watan, mere watan Tujhpe koyi gham ki aanch Aane nahin doon Tujhpe koyi gham ki aanch Aane nahin doon Kurban meri jaan tujh pe Shaad rahe tu Kurban meri jaan tujh pe Shaad rahe tu Ae watan, ae watan Mere watan, mere watan Ae watan, mere watan Aabad rahe tu Ae watan, mere watan Aabad rahe tu Ae watan Watan ke aage kuchh nahi Khud bhi nahi"
230,Bachche Ki Jaan,102 Not Out,Arijit Singh,Salim-Sulaiman,Hiral Brahmbhatt, ,Kaisi yeh hulchul Kaisa bhuchal hai Saasein phooli hain aur Yeh dil behaal hai Dhadkan ruk jaaye na yeh Dar lagta hai mujhe Phansta hi jata hoon Yeh aisa jaal hai Aankhon pe patti baandh ke Mere sar pe nishana loge kya Bachche ki jaan loge kya x (4) Udta hi ja raha yeh Chehre ka rang hai Badhti betabiyan aur Maamla tang hai Bachna mumkin nahi sab Koshish bekaar hai Aisa kyun lag raha hai Jaise koyi jung hai Pairon se chheen li zameen Ab uspe lagaan loge kya Bachche ki jaan loge kya x (4) Loge kya
231,Chal,October,Monali Thakur,Shantanu Moitra,Tanveer Ghazi, ,"Chal choti choti seeli shaamein Jee lein chal Chal aadhi aadhi thodi jhoothi chai Pee lein chal Chal thodi si hain meri saasein Donon jee lein chal Chal choti choti seeli shaamein Jee lein chal Chal aadhi aadhi thodi jhoothi chai Pee lein chal Abhi tu hai, main hoon Yeh khushbu rahegi na kal Yehi mehak hawa mein bahegi na kal Chal bheegi bheegi hawaon ke Sathi ho lein chal Chal hatheli pe baarish ki Boondein tolein chal Chal thodi si hain meri saasein Donon jee lein chal Wahaan rahoongi main Yeh mausam na honge jahan Koyi sadak nahi aa sakegi wahan Chal thande thande paaniyo mein Paon daale chal Chal sahilon pe maajhi wala Gaana gaa lein chal Chal thodi si hain meri saasein Donon jee lein chal La la la la…. Hmm… Chal, aadhi aadhi thodi jhooti Chai pee le chal Chal thodi si hain meri saasein Donon jee lein chal "
232,Manwa,October,Sunidhi Chauhan,Shantanu Moitra,Swanand Kirkire, ,"Manwa roan sa Bekal hawa sa x (2) Jalta jiyara, chubhti birha Jalta jiyara, chubhti birha Sajanwa aaja naina ro ro thake Sajanwa aaja naina ro ro thake Manwa roan sa Dheeme dheeme chale Kaho na koyi raat se Haule haule dhale Kaho na mere chaand se Soyi ek kahani Roothi khwaab se Jaagi jaagi aas sayani Ladi saans se Saanwre saanwre Yaad mein baanwre Naina, naina ro ro thake Manwa roan sa Bekal hawa sa Jalta jiyara, chubhti birha Jalta jiyara, chubhti birha Sajanwa aaja naina ro ro thake Sajanwa aaja naina ro ro thake"
233,Tab Bhi Tu,October,Rahat Fateh Ali Khan,Anupam Roy,Tanveer Ghazi, ,Meri rooh karegi fariyad Meri saasein kahin kho jayengi Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Jab rakh banega yeh suraj Aur dhoop dhuaan ho jayegi Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Sajde ki tarah phir aakhein jhukin Phir palkein namazi huyin Tere zikra mein thi kuchh aisi nami Sookhi saasein bhi taazi huyin Ja umra ki awara baarish Sab rang mere dho jayegi Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Taveez hai meri mutthi mein Taveez mein hai tasveer teri Uljhi si lakeerein hath mein hain Tu suljhaaye takdeer meri x (2) Jab waqt karega chhal mujhse Takdeer khafa ho jayegi Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Meri rooh karegi fariyad Meri saasein kahin kho jayengi Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna Tab bhi tu mere sang rehna
234,Nindaraan Diyaan,Blackmail,Amit Trivedi,Amit Trivedi,Amitabh Bhattacharya, ,"Dil ka khilona tujhko diya hai Bhool se bhi kabhi nahi todna Preet jo teri mujhse judi hai Woh kisi aur se nahi jodna, jodna Nindaraan diyaan Tainu nindaraan diyaan Tainu nindaraan diyaan Nindaraan diyaan Tainu nindaraan diyaan sonh piya x (2) Sonh piya Kehne ko mera jo aashiyan tha Woh eent gaare ka ek makaan tha Tere kadam jo pade to ghar ban gaya Saundhi si teri khushbu mili to Kaanon meri teri ghuli to Seene ka yeh khandahar shehar ban gaya Janmon ka hai apna safar Aadhe mein nahi chhodna Nindaraan diyaan Tainu nindaraan diyaan Tainu nindaraan diyaan Nindaraan diyaan Tainu nindaraan diyaan sonh piya x (2) Sonh piya Dil ka khilona tujhko diya hai Bhool se bhi kabhi nahi todna Preet jo teri mujhse judi hai Woh kisi aur se nahi jodna, jodna Nindaraan diyaan Tainu nindaraan diyaan Tainu nindaraan diyaan Nindaraan diyaan Tainu nindaraan diyaan sonh piya Sonh piya x (2)"
235,Bewafa Beauty,Blackmail,Pawni Pandey,Amit Trivedi,Amitabh Bhattacharya, ,Rampuri ek chaaku Jigar ke paar gayi Soomdi mein bhole baalam ka Bantadhar kar gayi Ghair ki baahon mein Raat kaali kar gayi Aur jaate jaate teri Tijori khaali kar gayi Bewafa beauty aaye haye Ishq mein cheating kar gayi x (2) Dilruba jhoothi haye haye Ishq mein cheating kar gayi Kul mila ke saiyan ji ke Achchhe sanskaar the Sajaniya ke lakshan lekin Thode tadipar the Aadmi tha kaam ka tu Tujhe bekar kar gayi Khamakha mein tujhe Blood pressure ka beemar kar gayi Ghair ki baahon mein Raat kaali kar gayi Aur jaate jaate teri Tijori khaali kar gayi Bewafa beauty aaye haye Ishq mein cheating kar gayi x (2) Dilruba jhoothi haye haye Ishq mein cheating kar gayi
236,Theher Ja,October,Armaan Malik,Abhishek Arora,Abhiruchi Chand, ,Saal badla haal badla Tere aane se Zindagi ka khayal badla Tere aane se Zara zara sa Dooba dooba rehta hu Zara zara sa Dooba dooba tujhme Theher ja hmmm.. Tu kisi bahaane se x (2) Khwaab kuchh hain Dil mein mere manmaane se Kaash aisa ho aaye tu Mere bulane se Zara zara sa Dooba dooba rehta hu Zara zara sa Dooba dooba tujhme Theher ja hmmm.. Tu kisi bahaane se x (2)
237,Get Ready To Fight Again,Baaghi 2,"Big Dhillon, Anand Bhaskar, Jatinder Singh, Siddharth Basrur",Pranaay,Ginny Diwan, ,"Hak mein jo tere rab ne likha hai Tujhko milega rab ki raza hai  Ban sarfira, hai yeh dheeth bada Khud se hi yeh lad chala Baaghi bada hai mera hausla Khud se hi yeh lad chala Toofan bhi na mujhe rok saka Zid pe main yoon jo adaa Get ready to fight x (6) Hak mein jo tere rab ne likha hai Tujhko milega rab ki raza hai Dard ka tere usko pata hai Rab hi dua hai, rab hi dawa hai Get ready to fight Hak mein jo tere rab ne likha hai Tujhko milega rab ki raza hai Get ready to fight Dard ka tere usko pata hai Rab hi dua hai, rab hi dawa hai Get ready to fight Get ready to fight Hak mein jo tere rab ne likha hai Tujhko milega rab ki raza hai Get ready to fight Dard ka tere usko pata hai Rab hi dua hai, rab hi dawa hai Get ready to fight x (2)"
238,Soniye Dil Nayi,Baaghi 2,"Ankit Tiwari, Shruti Pathak",Gourov-Roshin,Kumaar, ,"Jeen nu jee nahi karda tere bin Jeen nu jee nahi karda x (2) Raatan nu jagda ae dil Pagal jeha lagda ae Gin gin ke taare saare Yaad tainu karda ae x (2) Ae haal mera, ki haal ae tera Tu dass de mainu mera bina Soniye dil nayi lagda, tere bina Dil nahi lagda, tere bina Soniye dil nahi lagda, tere bina Dil nahi lagda, tere bina Beh ja tu aake mere saamne Akhiyaan ne mangi hai dua Ho tu je nahi hai mere kol taan Har lamha lagda hai saza Tainu hi paawan Kuchh hor na chaahwan Sonh teri mainu tere siwa Soniye dil nayi lagda, tere bina Dil nahi lagda, tere bina Soniye dil nahi lagda, tere bina Dil nahi lagda, tere bina Tere ban mud gaye mere raste Hunn tu hi manzil hai meri Haan chhadd ke main saare hi jahan nu Duniya vich rehna ae teri Din nahio kat’te Ho bas ik tadapte Ek tere kolon hoke juda Soniye dil nayi lagda, tere bina Dil nahi lagda, tere bina Soniye dil nahi lagda, tere bina Dil nahi lagda, tere bina Soniye Nahio lagda tere bina Tere bina"
239,Badla,Blackmail,"Amit Trivedi, Divine",Amit Trivedi,"Amitabh Bhattacharya, Divine, Dhaval Parab", ,"Kiska fayda, kiska loss Sikka leke kar le toss Kutti cheez hai duniya phir tu Kyun banta hai Santa Claus Iska bhajjiya tera sauce Cross pe kar de double cross Kutti cheez hai duniya Is-se lena toh banta hai boss Lena to banta hai boss Lena toh banta hai Badla! Zindagi jab teri maarti Patloon ko utarti Bajati yeh sitar si Kahaani Vividh Bhaarti Badle ki bhulaiya mein Jab paani teri naiya mein Shaitan bhi dikhta saiyan mein Bachne ka ek zariya hai Isski topi uske sar Iski khushi uska dar Sabki chhod tu apni kar Apni life hai apne par Zindagi to maaregi hi Chheh foot andar dalegi hi Teri phaadegi hi Taiyar reh Duniyadari ka chakra kya samjhega agla Chamakta hai kauwa aur maina hai bagla Paisa hi tagda, bheje mein jakda Yeh jungle hai khatra Jo chhoda woh pakda Ab mat ban tu lalchi Kya keemat aate-daal ki Buddhi hai kamaal ki Jo magaj se nikaal di Cheater aage pichhe jaise tittar Dikhne mein yeh sajjan Par durjan hote bhitar Kar de sabka haal bura Andar le le maal poora, daal chhura Yeh zindagi ki nayi reet Apnon ko karo cheat Apnon ko karo beat Badle se mili jeet Game on baby Kiska fayda, kiska loss Sikka leke kar le toss Kutti cheez hai duniya phir tu Kyun banta hai Santa Claus Iska bhajjiya tera sauce Cross pe kar de double cross Kutti cheez hai duniya Is-se lena toh banta hai boss Lena to banta hai boss Lena toh banta hai Badla! Badla, badla.."
240,Ek Do Teen,Baaghi 2,-,-,Javed Akhtar , ,"Mohini, Mohini.. Ding dong ding Ding dong, ding dong, ding dong Ding dong dong Ding dong, ding dong Ek do teen chaar paanch chhe saat Aath nau das gyarah barah terah x (2) Tera karoon Tera karoon din gin gin ke intezar Aaja piya aai bahaar Tera karoon din gin gin ke intezar Aaja piya aai bahaar Oh, c’mon sing it! Ding dong ding Ding dong, ding dong, ding dong Ding dong dong Ding dong, ding dong Arre aaja tu paas mein Rahenge sath mein Hathon mein hath de Sochenge baad mein Baaki hai jo bhi bacha Hum donon ko chadha nasha Aur mujhe pata tere dil mein Haan maine le li hai saari jagah Aaja sath mein gaane ke le maza Ding dong, ding dong! Chaudah ko tera sandesa aaya Pandrah ko aaunga yeh kehlaya Chaudah ko aaya na pandrah ko tu Tadpa ke mujhko toone kya paya Solah ko bhi Solah ko bhi solah kiye the singar Aaja piya aayi bahaar Tera karoon din gin gin ke intezar Aaja piya aai bahaar Ding dong ding Ding dong, ding dong, ding dong Ding dong dong Ding dong, ding dong Hey! Un, dos, tres x (4) Satrah ko samjhi sang chhoot gaya Athra ko dil toot gaya Ro ro ghuzara maine sara unnis Bees ko dil ke tukde huye bees Phir bhi nahi Hey phir bhi nahi Phir bhi nahi Phir bhi nahi dil se gaya tera pyar Aaja piya aayi bahaar Tera karoon din gin gin ke intezar Aaja piya aai bahaar Ding dong ding Ding dong, ding dong, ding dong Ding dong dong Ding dong, ding dong"
241,Phir Kya Hai Gham,Hichki,Shilpa Rao,Jasleen Royal,"Aditya Sharma, Neeraj Rajawat", ,"Phurr phurr phurr, phurr se udi Aakhon ko na khabar padi x (2) Ziddi besabar badi Phirti ye gali woh gali Haule haule sab hoga Phir kyun jhuke hausla Manzil legi khud hi bula Phir kya hai gham x (2) Dhup dhup dhup dhadke dil Puchhe hoga kya sab hasil Thaap thaap thaap thapki de Raahi na ho bedil Haule haule sab hoga Phir kyun jhuke hausla Manzil legi khud hi bula Phir kya hai gham Pairon mein gaate tarane Safar ke maange ye bahane Kona kona chappa chappa Meelon tak aahat pehchanein Aadhe pe na safar gawana Dagar woh baaki tujhe pukare Jadoogar to ye rasta hai Ek band dooja khulta hai Phir kya hai gham x (2)"
242,Lo Safar,Baaghi 2,Jubin Nautiyal,Mithoon,Sayeed Quadri, ,Tumne jo hai maanga to Dil yeh haazir ho gaya Tumko maana manzil Aur musafir ho gaya Lo safar shuru ho gaya Humsafar tu ho gaya Dil ke bechaini ko aaya Ab kahin aaram hai Tun na ho to sochta dil Tujhko subah-o-shaam hai Is kadar tu har ek pal mein Mere shaamil ho gaya Lo safar shuru ho gaya Humsafar tu ho gaya Lo safar shuru ho gaya Mera humsafar tu ho gaya
243,O Saathi,Baaghi 2,Atif Aslam,Arko,Arko, ,"Allah mujhe dard ke Kaabil bana diya Tufan ko hi kashti ka Saahil bana diya Bechainiyan samet ke Saare jahaan ki Jab kuchh na ban saka To mera dil bana diya O saathi tere bina Raahi ka raah dikhe na O saathi tere bina haan Saahil dhuan dhuan Aakhein moondein To jaane kise dhoondhein Ke soya jaaye na, ke soya jaaye na Kise dhoondhein Yeh khwahishon ki boondein Ke soya jaaye na, ke soya jaaye na Mano nindiya piroya jaaye na Mano nindiya piroya jaaye na Allah mujhe dard ke Kaabil bana diya Tufan ko hi kashti ka Saahil bana diya Bechainiyan samet ke Saare jahaan ki Jab kuchh na ban saka To mera dil bana diya O saathi tere bina Raahi ka raah dikhe na O saathi tere bina haan Saahil dhuan dhuan"
